action_type,mechanism_of_action,molecule_chembl_id,target_chembl_id
AGONIST,Serotonin 4 (5-HT4) receptor agonist,CHEMBL3545035,CHEMBL1875
ANTAGONIST,Gonadotropin-releasing hormone receptor antagonist,CHEMBL1800159,CHEMBL1855
ANTAGONIST,Bradykinin B1 receptor antagonist,CHEMBL1254771,CHEMBL4308
ANTAGONIST,Bradykinin B1 receptor antagonist,CHEMBL232943,CHEMBL4308
ANTAGONIST,Opioid receptors; mu/kappa/delta antagonist,CHEMBL2103878,CHEMBL2095181
ANTAGONIST,Cholecystokinin B receptor antagonist,CHEMBL324547,CHEMBL298
PARTIAL AGONIST,Mu opioid receptor partial agonist,CHEMBL3545408,CHEMBL233
MODULATOR,Interleukin-8 receptor A modulator,CHEMBL189475,CHEMBL4029
MODULATOR,Interleukin-8 receptor B modulator,CHEMBL189475,CHEMBL2434
AGONIST,Cannabinoid CB2 receptor agonist,CHEMBL3234035,CHEMBL253
ANTAGONIST,Bradykinin B2 receptor antagonist,CHEMBL541758,CHEMBL3157
ANTAGONIST,C-X-C chemokine receptor type 4 antagonist,CHEMBL3545224,CHEMBL2107
AGONIST,Adenosine A2a receptor agonist,CHEMBL1950553,CHEMBL251
AGONIST,Adenosine A2a receptor agonist,CHEMBL470888,CHEMBL251
AGONIST,Adenosine A1 receptor agonist,CHEMBL3545163,CHEMBL226
AGONIST,Adenosine A2a receptor agonist,CHEMBL3545163,CHEMBL251
AGONIST,Adenosine A2a receptor agonist,CHEMBL1096896,CHEMBL251
ANTAGONIST,Adenosine A1 receptor antagonist,CHEMBL592435,CHEMBL226
MODULATOR,Metabotropic glutamate receptor 5 modulator,CHEMBL3545036,CHEMBL3227
NEGATIVE ALLOSTERIC MODULATOR,Metabotropic glutamate receptor 5 negative allosteric modulator,CHEMBL3642985,CHEMBL3227
MODULATOR,Metabotropic glutamate receptor 5 modulator,CHEMBL3545164,CHEMBL3227
NEGATIVE ALLOSTERIC MODULATOR,Metabotropic glutamate receptor 5 negative allosteric modulator,CHEMBL3545346,CHEMBL3227
INVERSE AGONIST,Serotonin 2a (5-HT2a) receptor inverse agonist,CHEMBL598172,CHEMBL224
MODULATOR,Metabotropic glutamate receptor 5 modulator,CHEMBL2346738,CHEMBL3227
ANTAGONIST,Neurokinin 1 receptor antagonist,CHEMBL3544947,CHEMBL249
ANTAGONIST,Muscarinic acetylcholine receptor antagonist,CHEMBL3545165,CHEMBL2094109
BLOCKER,Sodium channel protein type X alpha subunit blocker,CHEMBL3545165,CHEMBL5451
BLOCKER,Sodium channel protein type XI alpha subunit blocker,CHEMBL3545165,CHEMBL5167
ANTAGONIST,Neuropeptide Y receptor type 5 antagonist,CHEMBL2016681,CHEMBL4561
ANTAGONIST,Neuropeptide Y receptor type 5 antagonist,CHEMBL3545038,CHEMBL4561
ANTAGONIST,Muscarinic acetylcholine receptor M3 antagonist,CHEMBL1779046,CHEMBL245
ANTAGONIST,Cannabinoid CB1 receptor antagonist,CHEMBL3545166,CHEMBL218
AGONIST,Serotonin 1a (5-HT1a) receptor agonist,CHEMBL45305,CHEMBL214
ANTAGONIST,Serotonin 1b (5-HT1b) receptor antagonist,CHEMBL3183740,CHEMBL1898
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL3183740,CHEMBL224
ANTAGONIST,Vasopressin V1b receptor antagonist,CHEMBL582857,CHEMBL1921
ANTAGONIST,Histamine H1 receptor antagonist,CHEMBL539843,CHEMBL231
PARTIAL AGONIST,Adenosine A1 receptor partial agonist,CHEMBL3235279,CHEMBL226
ANTAGONIST,Cannabinoid CB1 receptor antagonist,CHEMBL189676,CHEMBL218
ANTAGONIST,Proteinase-activated receptor 1 antagonist,CHEMBL2103856,CHEMBL3974
ANTAGONIST,Purinergic receptor P2Y12 antagonist,CHEMBL261244,CHEMBL2001
AGONIST,Prostanoid EP4 receptor agonist,CHEMBL303960,CHEMBL1836
PARTIAL AGONIST,Serotonin 4 (5-HT4) receptor partial agonist,CHEMBL2027925,CHEMBL1875
AGONIST,Beta-2 adrenergic receptor agonist,CHEMBL2218893,CHEMBL210
AGONIST,Serotonin 1a (5-HT1a) receptor agonist,CHEMBL345237,CHEMBL214
ANTAGONIST,Gonadotropin-releasing hormone receptor antagonist,CHEMBL3668014,CHEMBL1855
ANTAGONIST,Urotensin II receptor antagonist,CHEMBL567303,CHEMBL3764
AGONIST,Beta-2 adrenergic receptor agonist,CHEMBL1094785,CHEMBL210
ANTAGONIST,Gonadotropin-releasing hormone receptor antagonist,CHEMBL22055,CHEMBL1855
ANTAGONIST,Serotonin 1a (5-HT1a) receptor antagonist,CHEMBL1628569,CHEMBL214
ANTAGONIST,Endothelin receptor ET-A antagonist,CHEMBL2107760,CHEMBL252
PARTIAL AGONIST,Alpha-1a adrenergic receptor partial agonist,CHEMBL257978,CHEMBL229
MODULATOR,Calcium sensing receptor modulator,CHEMBL2107572,CHEMBL1878
AGONIST,Beta-3 adrenergic receptor agonist,CHEMBL279260,CHEMBL246
ANTAGONIST,Oxytocin receptor antagonist,CHEMBL2218898,CHEMBL2049
ANTAGONIST,Bradykinin B2 receptor antagonist,CHEMBL2107725,CHEMBL3157
AGONIST,Ghrelin receptor agonist,CHEMBL281764,CHEMBL4616
INHIBITOR,Cytochrome P450 3A4 inhibitor,CHEMBL281764,CHEMBL340
ANTAGONIST,Type-1 angiotensin II receptor antagonist,CHEMBL41194,CHEMBL227
INHIBITOR,Solute carrier family 22 member 12 inhibitor,CHEMBL41194,CHEMBL6120
INHIBITOR,Solute carrier family 22 member 6 inhibitor,CHEMBL41194,CHEMBL1641347
INHIBITOR,Solute carrier family 22 member 8 inhibitor,CHEMBL41194,CHEMBL1641348
ANTAGONIST,Platelet activating factor receptor antagonist,CHEMBL2104419,CHEMBL250
AGONIST,Adrenergic receptor alpha-2 agonist,CHEMBL2106710,CHEMBL2095158
ANTAGONIST,Endothelin receptor ET-A antagonist,CHEMBL431651,CHEMBL252
ANTAGONIST,Endothelin receptor ET-B antagonist,CHEMBL431651,CHEMBL1785
ANTAGONIST,Leukotriene B4 receptor 1 antagonist,CHEMBL1742420,CHEMBL3911
ANTAGONIST,Leukotriene B4 receptor 1 antagonist,CHEMBL329123,CHEMBL3911
AGONIST,Peroxisome proliferator-activated receptor gamma agonist,CHEMBL329123,CHEMBL235
ANTAGONIST,Neurokinin 1 receptor antagonist,CHEMBL522302,CHEMBL249
ANTAGONIST,Neurokinin 3 receptor antagonist,CHEMBL10188,CHEMBL4429
ANTAGONIST,Vasopressin V1a receptor antagonist,CHEMBL419667,CHEMBL1889
ANTAGONIST,Oxytocin receptor antagonist,CHEMBL419667,CHEMBL2049
AGONIST,Cannabinoid CB1 receptor agonist,CHEMBL2106841,CHEMBL218
AGONIST,Cannabinoid CB2 receptor agonist,CHEMBL2106841,CHEMBL253
ANTAGONIST,Cholecystokinin B receptor antagonist,CHEMBL1256717,CHEMBL298
AGONIST,Mu opioid receptor agonist,CHEMBL3989481,CHEMBL233
ANTAGONIST,Neurokinin 1 receptor antagonist,CHEMBL515966,CHEMBL249
AGONIST,Serotonin 1b (5-HT1b) receptor agonist,CHEMBL1742428,CHEMBL1898
AGONIST,Serotonin 1d (5-HT1d) receptor agonist,CHEMBL1742428,CHEMBL1983
ANTAGONIST,G protein-coupled receptor 44 antagonist,CHEMBL1742428,CHEMBL5071
AGONIST,Melanocortin receptor 4 agonist,CHEMBL1090488,CHEMBL259
AGONIST,Melanocortin receptor 4 agonist,CHEMBL3301624,CHEMBL259
AGONIST,Calcitonin gene-related peptide type 1 receptor agonist,CHEMBL2105635,CHEMBL3798
AGONIST,"Amylin receptor AMY1, CALCR/RAMP1 agonist",CHEMBL2105635,CHEMBL2111189
AGONIST,Vasopressin V1a receptor agonist,CHEMBL1817709,CHEMBL1889
AGONIST,Proto-oncogene Mas agonist,CHEMBL3545347,CHEMBL3559701
AGONIST,Melanocortin receptor 3 agonist,CHEMBL3545104,CHEMBL4644
AGONIST,Melanocortin receptor 1 agonist,CHEMBL3545104,CHEMBL3795
AGONIST,Bradykinin B2 receptor agonist,CHEMBL2105864,CHEMBL3157
AGONIST,Glucagon-like peptide 2 receptor agonist,CHEMBL2108318,CHEMBL5844
ANTAGONIST,C-X-C chemokine receptor type 4 antagonist,CHEMBL5095030,CHEMBL2107
ANTAGONIST,C-X-C chemokine receptor type 4 antagonist,CHEMBL4802129,CHEMBL2107
ANTAGONIST,C-X-C chemokine receptor type 4 antagonist,CHEMBL3544949,CHEMBL2107
AGONIST,Neuropeptide Y receptor type 4 agonist,CHEMBL3545106,CHEMBL4877
AGONIST,Oxytocin receptor agonist,CHEMBL3545167,CHEMBL2049
AGONIST,GABA-B receptor 1 agonist,CHEMBL448343,CHEMBL2064
AGONIST,GABA-B receptor 2 agonist,CHEMBL448343,CHEMBL5034
INHIBITOR,Tyrosine-protein kinase JAK1 inhibitor,CHEMBL3622820,CHEMBL2835
INHIBITOR,Tyrosine-protein kinase JAK1 inhibitor,CHEMBL3545225,CHEMBL2835
INHIBITOR,Inhibitor of nuclear factor kappa B kinase beta subunit inhibitor,CHEMBL3545168,CHEMBL1991
INHIBITOR,Tyrosine-protein kinase receptor FLT3 inhibitor,CHEMBL3301622,CHEMBL1974
INHIBITOR,Tyrosine-protein kinase receptor UFO inhibitor,CHEMBL3301622,CHEMBL4895
INHIBITOR,MAP kinase p38 alpha inhibitor,CHEMBL5314397,CHEMBL260
ANTAGONIST,Vanilloid receptor antagonist,CHEMBL207433,CHEMBL4794
ANTAGONIST,Vanilloid receptor antagonist,CHEMBL3545039,CHEMBL4794
ANTAGONIST,Vanilloid receptor antagonist,CHEMBL214796,CHEMBL4794
ANTAGONIST,Vanilloid receptor antagonist,CHEMBL5314398,CHEMBL4794
ANTAGONIST,Vanilloid receptor antagonist,CHEMBL5314399,CHEMBL4794
ANTAGONIST,Vanilloid receptor antagonist,CHEMBL5314400,CHEMBL4794
POSITIVE ALLOSTERIC MODULATOR,GABA receptor alpha-2 subunit positive allosteric modulator,CHEMBL1783282,CHEMBL4956
POSITIVE ALLOSTERIC MODULATOR,GABA receptor alpha-3 subunit positive allosteric modulator,CHEMBL1783282,CHEMBL3026
BLOCKER,HERG blocker,CHEMBL3545040,CHEMBL240
BLOCKER,Sodium channel protein type V alpha subunit blocker,CHEMBL3545040,CHEMBL1980
BLOCKER,HERG blocker,CHEMBL3545169,CHEMBL240
BLOCKER,Sodium channel protein type V alpha subunit blocker,CHEMBL3545169,CHEMBL1980
BLOCKER,Voltage-gated L-type calcium channel blocker,CHEMBL3545169,CHEMBL2095229
PARTIAL AGONIST,Neuronal acetylcholine receptor; alpha4/beta2 partial agonist,CHEMBL188462,CHEMBL1907589
BLOCKER,Glutamate [NMDA] receptor blocker,CHEMBL467084,CHEMBL2094124
AGONIST,Neuronal acetylcholine receptor protein alpha-7 subunit agonist,CHEMBL2151437,CHEMBL2492
ANTAGONIST,Glutamate [NMDA] receptor antagonist,CHEMBL1207366,CHEMBL2094124
ANTAGONIST,Glutamate NMDA receptor; GRIN1/GRIN2B antagonist,CHEMBL2068839,CHEMBL1907603
ANTAGONIST,Glutamate NMDA receptor; GRIN1/GRIN2B antagonist,CHEMBL3545349,CHEMBL1907603
PARTIAL AGONIST,Glutamate [NMDA] receptor partial agonist,CHEMBL3989872,CHEMBL2094124
PARTIAL AGONIST,Glutamate [NMDA] receptor partial agonist,CHEMBL3544917,CHEMBL2094124
POSITIVE ALLOSTERIC MODULATOR,Glutamate [NMDA] receptor positive allosteric modulator,CHEMBL1255840,CHEMBL2094124
ANTAGONIST,Glutamate [NMDA] receptor antagonist,CHEMBL3545351,CHEMBL2094124
ANTAGONIST,P2X purinoceptor 7 antagonist,CHEMBL3545108,CHEMBL4805
ANTAGONIST,P2X purinoceptor 3 antagonist,CHEMBL3716057,CHEMBL2998
ANTAGONIST,P2X purinoceptor 7 antagonist,CHEMBL1823817,CHEMBL4805
AGONIST,Neuronal acetylcholine receptor protein alpha-7 subunit agonist,CHEMBL1258006,CHEMBL2492
ANTAGONIST,Glutamate NMDA receptor; GRIN1/GRIN2B antagonist,CHEMBL17350,CHEMBL1907603
AGONIST,Neuronal acetylcholine receptor protein alpha-7 subunit agonist,CHEMBL3545231,CHEMBL2492
BLOCKER,Sodium channel protein type IX alpha subunit blocker,CHEMBL2325014,CHEMBL4296
BLOCKER,Sodium channel protein type IX alpha subunit blocker,CHEMBL3544913,CHEMBL4296
BLOCKER,Sodium channel protein type X alpha subunit blocker,CHEMBL3589904,CHEMBL5451
BLOCKER,"Amiloride-sensitive sodium channel, ENaC blocker",CHEMBL5095031,CHEMBL2107836
BLOCKER,Voltage-gated N-type calcium channel alpha-1B subunit blocker,CHEMBL5314401,CHEMBL4478
PARTIAL AGONIST,Neuronal acetylcholine receptor protein alpha-7 subunit partial agonist,CHEMBL3545232,CHEMBL2492
POSITIVE ALLOSTERIC MODULATOR,Neuronal acetylcholine receptor protein alpha-7 subunit positive allosteric modulator,CHEMBL3545291,CHEMBL2492
PARTIAL AGONIST,Neuronal acetylcholine receptor protein alpha-7 subunit partial agonist,CHEMBL559478,CHEMBL2492
PARTIAL AGONIST,Neuronal acetylcholine receptor protein alpha-7 subunit partial agonist,CHEMBL5095032,CHEMBL2492
ANTAGONIST,Serotonin 3 (5-HT3) receptor antagonist,CHEMBL5095032,CHEMBL2094132
AGONIST,Neuronal acetylcholine receptor protein alpha-7 subunit agonist,CHEMBL5314402,CHEMBL2492
PARTIAL AGONIST,Nicotinic acetylcholine receptor alpha4/beta2/alpha5 partial agonist,CHEMBL127071,CHEMBL3038461
PARTIAL AGONIST,Neuronal acetylcholine receptor; alpha6/beta2 partial agonist,CHEMBL127071,CHEMBL2109237
AGONIST,Neuronal acetylcholine receptor; alpha4/beta2 agonist,CHEMBL2104964,CHEMBL1907589
AGONIST,Neuronal acetylcholine receptor; alpha4/beta2 agonist,CHEMBL238465,CHEMBL1907589
AGONIST,Neuronal acetylcholine receptor; alpha4/beta2 agonist,CHEMBL4594254,CHEMBL1907589
AGONIST,Neuronal acetylcholine receptor; alpha3/beta4 agonist,CHEMBL4594254,CHEMBL1907594
AGONIST,Neuronal acetylcholine receptor; alpha4/beta2 agonist,CHEMBL2179529,CHEMBL1907589
ANTAGONIST,Glutamate receptor ionotropic AMPA antagonist,CHEMBL3545042,CHEMBL2096670
ANTAGONIST,Glutamate receptor ionotropic kainate antagonist,CHEMBL3545042,CHEMBL2109241
ACTIVATOR,Calcium-activated potassium channel subunit alpha-1 activator,CHEMBL119549,CHEMBL4304
ANTAGONIST,Glutamate NMDA receptor; GRIN1/GRIN2B antagonist,CHEMBL182066,CHEMBL1907603
ACTIVATOR,Cystic fibrosis transmembrane conductance regulator activator,CHEMBL4650318,CHEMBL4051
INHIBITOR,Vanilloid receptor inhibitor,CHEMBL3544953,CHEMBL4794
POSITIVE MODULATOR,Cystic fibrosis transmembrane conductance regulator positive modulator,CHEMBL3544914,CHEMBL4051
ACTIVATOR,Calcium-activated potassium channel subunit alpha-1 activator,CHEMBL222460,CHEMBL4304
ANTAGONIST,Glutamate receptor ionotropic AMPA antagonist,CHEMBL3989703,CHEMBL2096670
ANTAGONIST,Glutamate receptor ionotropic kainate antagonist,CHEMBL3989703,CHEMBL2109241
BLOCKER,Voltage-gated N-type calcium channel alpha-1B subunit blocker,CHEMBL604710,CHEMBL4478
ANTAGONIST,Prostanoid DP receptor antagonist,CHEMBL426559,CHEMBL4427
ANTAGONIST,Prostanoid DP receptor antagonist,CHEMBL1951575,CHEMBL4427
ANTAGONIST,G protein-coupled receptor 44 antagonist,CHEMBL1951575,CHEMBL5071
ANTAGONIST,C-C chemokine receptor type 5 antagonist,CHEMBL1688243,CHEMBL274
ANTAGONIST,Neurokinin 3 receptor antagonist,CHEMBL3545233,CHEMBL4429
MODULATOR,Glucocorticoid receptor modulator,CHEMBL3137316,CHEMBL2034
INHIBITOR,Fibroblast growth factor receptor 4 inhibitor,CHEMBL3908979,CHEMBL3973
INHIBITOR,Epidermal growth factor receptor erbB1 inhibitor,CHEMBL3787344,CHEMBL203
INHIBITOR,Rho-associated protein kinase inhibitor,CHEMBL3545073,CHEMBL2111459
INHIBITOR,Tyrosine-protein kinase receptor UFO inhibitor,CHEMBL3809489,CHEMBL4895
INHIBITOR,CD40 ligand inhibitor,CHEMBL2108767,CHEMBL3580491
AGONIST,Tumor necrosis factor receptor superfamily member 8 agonist,CHEMBL2109256,CHEMBL2364161
BLOCKER,Glutamate [NMDA] receptor blocker,CHEMBL41306,CHEMBL2094124
ANTAGONIST,Glutamate [NMDA] receptor antagonist,CHEMBL3707400,CHEMBL2094124
INHIBITOR,Monoamine oxidase A inhibitor,CHEMBL3707400,CHEMBL1951
ANTAGONIST,Glutamate receptor ionotropic AMPA antagonist,CHEMBL2103869,CHEMBL2096670
ANTAGONIST,Glutamate receptor ionotropic kainate 1 antagonist,CHEMBL2103869,CHEMBL1918
AGONIST,Neuronal acetylcholine receptor protein alpha-7 subunit agonist,CHEMBL3707316,CHEMBL2492
MODULATOR,Neuronal acetylcholine receptor protein alpha-7 subunit modulator,CHEMBL3707249,CHEMBL2492
ANTAGONIST,Neuronal acetylcholine receptor; alpha3/beta4 antagonist,CHEMBL3707249,CHEMBL1907594
ANTAGONIST,Muscarinic acetylcholine receptor M1 antagonist,CHEMBL3707249,CHEMBL216
ANTAGONIST,Muscarinic acetylcholine receptor M2 antagonist,CHEMBL3707249,CHEMBL211
ANTAGONIST,Muscarinic acetylcholine receptor M3 antagonist,CHEMBL3707249,CHEMBL245
PARTIAL AGONIST,Neuronal acetylcholine receptor; alpha4/beta2 partial agonist,CHEMBL3341965,CHEMBL1907589
BLOCKER,Voltage-gated potassium channel blocker,CHEMBL2107762,CHEMBL2362996
BLOCKER,Sodium channel alpha subunit blocker,CHEMBL2107762,CHEMBL2331043
ANTAGONIST,Glutamate receptor ionotropic AMPA antagonist,CHEMBL3989682,CHEMBL2096670
POSITIVE ALLOSTERIC MODULATOR,Glutamate receptor ionotropic AMPA positive allosteric modulator,CHEMBL1276138,CHEMBL2096670
POSITIVE ALLOSTERIC MODULATOR,Glutamate receptor ionotropic AMPA positive allosteric modulator,CHEMBL1277001,CHEMBL2096670
OPENER,Sulfonylurea receptors; K-ATP channels opener,CHEMBL2105160,CHEMBL2095152
MODULATOR,Voltage-gated calcium channel modulator,CHEMBL593430,CHEMBL2363032
AGONIST,Neuronal acetylcholine receptor; alpha4/beta2 agonist,CHEMBL111659,CHEMBL1907589
PARTIAL AGONIST,GABA-A receptor; anion channel partial agonist,CHEMBL2103791,CHEMBL2093872
POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor; anion channel positive allosteric modulator,CHEMBL4303403,CHEMBL2093872
INVERSE AGONIST,GABA-A receptor; anion channel inverse agonist,CHEMBL2107801,CHEMBL2093872
ANTAGONIST,Transient receptor potential cation channel subfamily A member 1 antagonist,CHEMBL3707318,CHEMBL6007
ANTAGONIST,Transient receptor potential cation channel subfamily V member 3 antagonist,CHEMBL3707319,CHEMBL5522
ANTAGONIST,Vanilloid receptor antagonist,CHEMBL3707293,CHEMBL4794
POSITIVE ALLOSTERIC MODULATOR,Glutamate receptor ionotropic AMPA positive allosteric modulator,CHEMBL3707401,CHEMBL2096670
ANTISENSE INHIBITOR,Vanilloid receptor mRNA antisense inhibitor,CHEMBL3707356,CHEMBL5500263
AGONIST,GABA-A receptor; anion channel agonist,CHEMBL3647536,CHEMBL2093872
POSITIVE ALLOSTERIC MODULATOR,GABA receptor beta-3 subunit positive allosteric modulator,CHEMBL356388,CHEMBL1847
MODULATOR,Estrogen receptor modulator,CHEMBL487,CHEMBL2093866
MODULATOR,Estrogen receptor modulator,CHEMBL68055,CHEMBL2093866
ANTAGONIST,Androgen Receptor antagonist,CHEMBL4297185,CHEMBL1871
MODULATOR,Androgen Receptor modulator,CHEMBL1738889,CHEMBL1871
ANTAGONIST,Androgen Receptor antagonist,CHEMBL3183409,CHEMBL1871
AGONIST,Estrogen receptor beta agonist,CHEMBL3545411,CHEMBL242
AGONIST,Bile acid receptor FXR agonist,CHEMBL566315,CHEMBL2047
AGONIST,Glucocorticoid receptor agonist,CHEMBL2103876,CHEMBL2034
MODULATOR,Progesterone receptor modulator,CHEMBL267431,CHEMBL208
AGONIST,Peroxisome proliferator-activated receptor alpha agonist,CHEMBL3545412,CHEMBL239
AGONIST,Peroxisome proliferator-activated receptor alpha agonist,CHEMBL592054,CHEMBL239
AGONIST,Peroxisome proliferator-activated receptor gamma agonist,CHEMBL592054,CHEMBL235
AGONIST,Peroxisome proliferator-activated receptor alpha agonist,CHEMBL519504,CHEMBL239
AGONIST,Peroxisome proliferator-activated receptor gamma agonist,CHEMBL519504,CHEMBL235
AGONIST,Peroxisome proliferator-activated receptor alpha agonist,CHEMBL186179,CHEMBL239
AGONIST,Peroxisome proliferator-activated receptor gamma agonist,CHEMBL186179,CHEMBL235
AGONIST,Peroxisome proliferator-activated receptor alpha agonist,CHEMBL282686,CHEMBL239
AGONIST,Peroxisome proliferator-activated receptor gamma agonist,CHEMBL282686,CHEMBL235
PARTIAL AGONIST,Peroxisome proliferator-activated receptor gamma partial agonist,CHEMBL2103991,CHEMBL235
AGONIST,Peroxisome proliferator-activated receptor gamma agonist,CHEMBL2104753,CHEMBL235
ANTAGONIST,Peroxisome proliferator-activated receptor gamma antagonist,CHEMBL1762621,CHEMBL235
INHIBITOR,Inhibitor of nuclear factor kappa B kinase beta subunit inhibitor,CHEMBL1762621,CHEMBL1991
INHIBITOR,Keap1/Nrf2 inhibitor,CHEMBL1762621,CHEMBL3038498
AGONIST,Thyroid hormone receptor beta-1 agonist,CHEMBL2035874,CHEMBL1947
AGONIST,Vitamin D receptor agonist,CHEMBL1908376,CHEMBL1977
AGONIST,Vitamin D receptor agonist,CHEMBL3989862,CHEMBL1977
INHIBITOR,Fibroblast growth factor receptor 3 inhibitor,CHEMBL1908391,CHEMBL2742
INHIBITOR,Stem cell growth factor receptor inhibitor,CHEMBL1908391,CHEMBL1936
INHIBITOR,Platelet-derived growth factor receptor inhibitor,CHEMBL1908391,CHEMBL2095189
INHIBITOR,Macrophage colony stimulating factor receptor inhibitor,CHEMBL223360,CHEMBL1844
INHIBITOR,Tyrosine-protein kinase receptor FLT3 inhibitor,CHEMBL223360,CHEMBL1974
INHIBITOR,Platelet-derived growth factor receptor inhibitor,CHEMBL223360,CHEMBL2095189
INHIBITOR,Vascular endothelial growth factor receptor inhibitor,CHEMBL223360,CHEMBL2095227
INHIBITOR,Macrophage colony stimulating factor receptor inhibitor,CHEMBL576982,CHEMBL1844
INHIBITOR,Tyrosine-protein kinase receptor FLT3 inhibitor,CHEMBL576982,CHEMBL1974
INHIBITOR,Stem cell growth factor receptor inhibitor,CHEMBL576982,CHEMBL1936
INHIBITOR,Platelet-derived growth factor receptor inhibitor,CHEMBL576982,CHEMBL2095189
INHIBITOR,Tyrosine-protein kinase receptor RET inhibitor,CHEMBL576982,CHEMBL2041
INHIBITOR,Hepatocyte growth factor receptor inhibitor,CHEMBL2103882,CHEMBL3717
INHIBITOR,Tyrosine-protein kinase ABL inhibitor,CHEMBL217092,CHEMBL1862
INHIBITOR,Tyrosine-protein kinase SRC inhibitor,CHEMBL217092,CHEMBL267
INHIBITOR,Serine/threonine-protein kinase Aurora-B inhibitor,CHEMBL415049,CHEMBL2185
INHIBITOR,Stem cell growth factor receptor inhibitor,CHEMBL491473,CHEMBL1936
INHIBITOR,Platelet-derived growth factor receptor inhibitor,CHEMBL491473,CHEMBL2095189
INHIBITOR,Vascular endothelial growth factor receptor inhibitor,CHEMBL491473,CHEMBL2095227
INHIBITOR,Epidermal growth factor receptor erbB1 inhibitor,CHEMBL3353410,CHEMBL203
INHIBITOR,Serine/threonine-protein kinase PLK1 inhibitor,CHEMBL1233528,CHEMBL3024
INHIBITOR,Fibroblast growth factor receptor inhibitor,CHEMBL377300,CHEMBL2095217
INHIBITOR,Vascular endothelial growth factor receptor inhibitor,CHEMBL377300,CHEMBL2095227
INHIBITOR,Fibroblast growth factor receptor inhibitor,CHEMBL270995,CHEMBL2095217
INHIBITOR,Vascular endothelial growth factor receptor inhibitor,CHEMBL270995,CHEMBL2095227
INHIBITOR,Mitogen-activated protein kinase kinase kinase 11 inhibitor,CHEMBL290352,CHEMBL2708
INHIBITOR,Mitogen-activated protein kinase kinase kinase 10 inhibitor,CHEMBL290352,CHEMBL2873
INHIBITOR,Mitogen-activated protein kinase kinase kinase 9 inhibitor,CHEMBL290352,CHEMBL2872
INHIBITOR,Mitogen-activated protein kinase kinase kinase 13 inhibitor,CHEMBL290352,CHEMBL1163124
INHIBITOR,Mitogen-activated protein kinase kinase kinase 12 inhibitor,CHEMBL290352,CHEMBL1908389
INHIBITOR,Tyrosine-protein kinase receptor FLT3 inhibitor,CHEMBL603469,CHEMBL1974
INHIBITOR,Tyrosine-protein kinase JAK2 inhibitor,CHEMBL603469,CHEMBL2971
INHIBITOR,Nerve growth factor receptor Trk-A inhibitor,CHEMBL603469,CHEMBL2815
INHIBITOR,Neurotrophic tyrosine kinase receptor type 2 inhibitor,CHEMBL603469,CHEMBL4898
INHIBITOR,NT-3 growth factor receptor inhibitor,CHEMBL603469,CHEMBL5608
INHIBITOR,Tyrosine-protein kinase receptor RET inhibitor,CHEMBL603469,CHEMBL2041
INHIBITOR,Epidermal growth factor receptor erbB1 inhibitor,CHEMBL545315,CHEMBL203
INHIBITOR,Receptor protein-tyrosine kinase erbB-2 inhibitor,CHEMBL545315,CHEMBL1824
INHIBITOR,Receptor protein-tyrosine kinase erbB-4 inhibitor,CHEMBL545315,CHEMBL3009
INHIBITOR,Tyrosine-protein kinase JAK1 inhibitor,CHEMBL1078178,CHEMBL2835
INHIBITOR,Tyrosine-protein kinase JAK2 inhibitor,CHEMBL1078178,CHEMBL2971
INHIBITOR,MAP kinase p38 alpha inhibitor,CHEMBL1088752,CHEMBL260
